tên_bệnh,hội_chứng,triệu_chứng,bài_thuốc,vị_thuốc
Sỏi mật,Thấp nhiệt uẩn kết,"Vàng da, Sốt, Đau hạ sườn phải",Nhân trần cao thang,"Nhân trần, Chi tử, Đại hoàng"
Viêm tụy cấp,Thấp nhiệt uẩn kết,"Đau bụng dữ dội vùng thượng vị, Sốt, Buồn nôn",Đại sài hồ thang gia vị,"Sài hồ, Hoàng cầm, Thược dược, Bán hạ, Chỉ thực, Đại hoàng, Nhân trần"
Viêm tụy cấp,Thực trệ uẩn kết,"Đau bụng dữ dội, Bụng chướng, Nôn ra thức ăn",Đại thừa khí thang,"Đại hoàng, Hậu phác, Chỉ thực, Mang tiêu"
Viêm tụy cấp,Can khí uất kết,"Đau bụng tức, Cáu gắt, Ngực sườn đầy",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ"
Viêm tụy mạn tính,Can khí uất kết,"Đau bụng tức, Ăn xong nặng, Cáu gắt",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ"
Viêm tụy mạn tính,Tỳ vị hư nhược,"Đau bụng âm ỉ, Mệt mỏi, Ăn kém, Phân nát",Sâm linh bạch truật tán,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo"
Viêm tụy mạn tính,Vị âm hư,"Đau bỏng rát, Khát nước, Lưỡi đỏ ít rêu",Nhất quán tiễn,"Sa sâm, Mạch môn, Đương quy, Sinh địa, Câu kỷ tử"
Viêm thực quản,Can khí phạm vị,"Ợ chua, Ợ nóng, Đau sau xương ức",Tả tâm thang,"Hoàng liên, Hoàng cầm, Bán hạ, Can khương, Nhân sâm, Đại táo"
Viêm thực quản,Thấp nhiệt,"Ợ nóng, Ợ chua, Miệng hôi, Rêu lưỡi vàng",Hoàng liên ôn đởm thang,"Hoàng liên, Bán hạ, Trúc nhự, Chỉ thực, Phục linh, Cam thảo"
Viêm thực quản,Vị âm hư,"Ợ nóng, Khô họng, Lưỡi đỏ ít rêu",Nhất quán tiễn,"Sa sâm, Mạch môn, Đương quy, Sinh địa, Câu kỷ tử"
Đau cơ xơ hóa,Phong thấp trở lạc,"Đau nhức toàn thân, Mệt mỏi, Rối loạn giấc ngủ",Phòng phong thang gia vị,"Phòng phong, Khương hoạt, Độc hoạt, Tần giao, Đương quy, Xích thược"
Đau cơ xơ hóa,Can uất khí trệ,"Đau nhức toàn thân, Cáu gắt, Ngực sườn đầy",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ"
Đau cơ xơ hóa,Khí huyết hư,"Đau nhức toàn thân, Mệt mỏi, Nhạt mặt, Hồi hộp",Bát trân thang,"Nhân sâm, Bạch truật, Phục linh, Cam thảo, Đương quy, Thục địa, Xuyên khung, Bạch thược"
Hội chứng tự kỷ,Can uất khí trệ,"Chậm phát triển, Khó giao tiếp, Lặp đi lặp lại hành vi, Cáu gắt",Sài hồ sơ can tán gia vị,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Viễn chí"
Hội chứng tự kỷ,Tâm tỳ lưỡng hư,"Chậm phát triển, Hay quên, Mệt mỏi, Ăn kém",Quy tỳ thang,"Nhân sâm, Bạch truật, Phục thần, Hoàng kỳ, Long nhãn, Toan táo nhân"
Hội chứng tự kỷ,Thận tinh hư,"Chậm phát triển, Lưng mỏi gối yếu, Ù tai",Lục vị địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì"
Tâm thần phân liệt,Đàm khí uất kết,"Ảo giác, Hoang tưởng, Nói lẩm bẩm, Rối loạn hành vi",Thuận khí đạo đàm thang,"Bán hạ, Trần bì, Phục linh, Cam thảo, Đởm nam tinh, Chỉ thực"
Tâm thần phân liệt,Can hỏa cuồng động,"Kích động, Hét hò, Mất ngủ",Long đởm tả can thang,"Long đởm thảo, Hoàng cầm, Chi tử, Trạch tả, Mộc thông, Xa tiền tử"
Tâm thần phân liệt,Tâm tỳ lưỡng hư,"Thu mình, Mệt mỏi, Ăn kém",Quy tỳ thang,"Nhân sâm, Bạch truật, Phục thần, Hoàng kỳ, Long nhãn, Toan táo nhân"
Rối loạn lo âu,Can uất hóa hỏa,"Lo lắng quá mức, Hồi hộp, Mất ngủ, Cáu gắt",Long đởm tả can thang,"Long đởm thảo, Hoàng cầm, Chi tử, Trạch tả, Mộc thông, Xa tiền tử"
Rối loạn lo âu,Tâm tỳ lưỡng hư,"Lo lắng, Mệt mỏi, Ăn kém, Mất ngủ",Quy tỳ thang,"Nhân sâm, Bạch truật, Phục thần, Hoàng kỳ, Long nhãn, Toan táo nhân"
Rối loạn lo âu,Đàm nhiệt nội nhiễu,"Lo lắng, Mất ngủ, Ngực tức",Ôn đởm thang,"Bán hạ, Trúc nhự, Chỉ thực, Quất bì, Phục linh, Cam thảo"
Hội chứng hoảng sợ (Panic disorder),Tâm đởm khí hư,"Đột ngột hoảng sợ, Hồi hộp, Khó thở, Chóng mặt",An thần định chí hoàn,"Nhân sâm, Phục linh, Phục thần, Viễn chí, Thạch xương bồ, Long xỉ"
Hội chứng hoảng sợ,Đàm nhiệt nội nhiễu,"Đột ngột hoảng sợ, Ngực tức, Run tay",Ôn đởm thang,"Bán hạ, Trúc nhự, Chỉ thực, Quất bì, Phục linh, Cam thảo"
Hội chứng hoảng sợ,Tâm thận bất giao,"Đột ngột hoảng sợ, Lưng mỏi, Mất ngủ",Hoàng liên a giao thang,"Hoàng liên, Hoàng cầm, Bạch thược, A giao"
Rối loạn ám ảnh cưỡng chế (OCD),Can uất hóa hỏa,"Ám ảnh suy nghĩ, Hành vi cưỡng chế, Cáu gắt",Long đởm tả can thang,"Long đởm thảo, Hoàng cầm, Chi tử, Trạch tả, Mộc thông, Xa tiền tử"
Rối loạn ám ảnh cưỡng chế,Tâm tỳ lưỡng hư,"Ám ảnh, Mệt mỏi, Ăn kém",Quy tỳ thang,"Nhân sâm, Bạch truật, Phục thần, Hoàng kỳ, Long nhãn, Toan táo nhân"
Rối loạn ám ảnh cưỡng chế,Đàm thấp nội nhiễu,"Ám ảnh, Ngực tức, Khạc đờm trắng",Nhị trần thang,"Bán hạ, Trần bì, Phục linh, Cam thảo"
Hội chứng rối loạn nhân cách,Can uất khí trệ,"Thiếu đồng cảm, Tức giận bốc đồng, Ngực sườn đầy",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ"
Hội chứng rối loạn nhân cách,Đàm hỏa nội nhiễu,"Cáu gắt, Kích động, Mất ngủ, Nói lẩm bẩm",Hoàng liên ôn đởm thang,"Hoàng liên, Bán hạ, Trúc nhự, Chỉ thực, Quất bì, Phục linh"
Hội chứng rối loạn nhân cách,Tâm tỳ lưỡng hư,"Thiếu đồng cảm, Mệt mỏi, Ăn kém",Quy tỳ thang,"Nhân sâm, Bạch truật, Phục thần, Hoàng kỳ, Long nhãn, Toan táo nhân"
Rối loạn chuyển hóa lipid,Đàm thấp,"Chóng mặt, Nặng đầu, Mỡ máu cao",Nhị trần thang,"Bán hạ, Trần bì, Phục linh, Cam thảo"
Rối loạn chuyển hóa lipid,Tỳ vị hư nhược,"Mệt mỏi, Ăn kém, Mỡ máu cao",Sâm linh bạch truật tán,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo"
Rối loạn chuyển hóa lipid,Can dương thượng kháng,"Đau đầu, Mặt đỏ, Mỡ máu cao",Thiên ma câu đằng ẩm,"Thiên ma, Câu đằng, Thạch quyết minh"
Bệnh não thiếu máu cục bộ (Ischemic stroke),Khí hư huyết ứ,"Đột ngột yếu nửa người, Nói ngọng, Mặt nhợt",Bổ dương hoàn ngũ thang,"Hoàng kỳ, Đương quy vĩ, Xích thược, Địa long, Xuyên khung, Đào nhân, Hồng hoa"
Bệnh não thiếu máu cục bộ,Đàm thấp trở lạc,"Đột ngột yếu nửa người, Nói ngọng, Chảy nước dãi",Bán hạ bạch truật thiên ma thang,"Bán hạ, Bạch truật, Thiên ma, Trần bì, Phục linh, Cam thảo"
Bệnh não thiếu máu cục bộ,Can dương huyết ứ,"Đột ngột yếu nửa người, Đau đầu, Mặt đỏ",Thiên ma câu đằng ẩm hợp Bổ dương hoàn ngũ thang,"Thiên ma, Câu đằng, Thạch quyết minh, Hoàng kỳ, Đương quy vĩ, Xích thược"
Bệnh não xuất huyết (Hemorrhagic stroke),Huyết nhiệt vọng hành,"Đột ngột đau đầu dữ dội, Hôn mê, Yếu nửa người",Tê giác địa hoàng thang,"Sừng tê giác, Sinh địa, Mẫu đơn bì, Bạch thược"
Bệnh não xuất huyết,Tâm dương bạo thoát,"Đột ngột hôn mê, Mặt xám ngoét, Tay chân lạnh",Sâm phụ long cốt mẫu lệ thang,"Nhân sâm, Phụ tử, Long cốt, Mẫu lệ"
Bệnh não xuất huyết,Đàm hỏa bế khiếu,"Đột ngột hôn mê, Sùi bọt mép, Co giật",Hoàng liên ôn đởm thang gia vị,"Hoàng liên, Bán hạ, Trúc nhự, Chỉ thực, Quất bì, Phục linh, Toàn yết"
Viêm màng não do lao,Phế âm hư,"Sốt nhẹ về chiều, Đau đầu, Cứng cổ, Đổ mồ hôi trộm, Ho khan",Bách hợp cố kim thang gia vị,"Bách hợp, Mạch môn, Sinh địa, Thục địa, Đương quy, Bạch thược, A giao"
Viêm màng não do lao,Âm dương lưỡng hư,"Sốt nhẹ về chiều, Cứng cổ, Mệt mỏi, Sợ lạnh, Lạnh tay chân",Kim quỹ thận khí hoàn gia vị,"Can địa hoàng, Sơn dược, Sơn thù, Trạch tả, Phục linh, Quế chi, Phụ tử, A giao"
Viêm màng não do lao,Đàm nhiệt thịnh,"Sốt cao, Hôn mê, Co giật, Cứng cổ",Hoàng liên ôn đởm thang gia vị,"Hoàng liên, Bán hạ, Trúc nhự, Chỉ thực, Quất bì, Phục linh, Toàn yết, Cương tàm"
Bệnh lyme,Phong nhiệt trở lạc,"Sốt, Đau đầu, Ban đỏ di động, Đau cơ",Ngân kiều tán gia vị,"Kim ngân hoa, Liên kiều, Bạc hà, Cát cánh, Ngưu bàng tử, Phòng phong"
Bệnh lyme,Thấp nhiệt uẩn kết,"Sốt, Đau khớp, Ban đỏ di động, Mệt mỏi",Nhân trần cao thang gia vị,"Nhân trần, Chi tử, Đại hoàng, Hoàng cầm, Phục linh"
Bệnh lyme,Âm hư hỏa vượng,"Sốt nhẹ, Đau khớp, Đổ mồ hôi trộm, Khô miệng",Thanh hao quy bản thang,"Thanh hao, Quy bản, Sinh địa, Tri mẫu, Đan bì"
Sốc phản vệ (Anaphylactic shock),Khí dương bạo thoát,"Đột ngột khó thở, Mặt tái, Huyết áp tụt, Tim đập nhanh yếu",Sâm phụ thang,"Nhân sâm, Phụ tử"
Sốc phản vệ,Phong hỏa thịnh,"Đột ngột đỏ mặt, Nổi mề đay, Khó thở, Huyết áp tụt",Tê giác địa hoàng thang gia vị,"Sừng tê giác, Sinh địa, Mẫu đơn bì, Bạch thược, Chi tử"
Sốc phản vệ,Tâm dương bạo thoát,"Đột ngột đau thắt ngực, Mặt xám ngoét, Huyết áp tụt",Sâm phụ long cốt mẫu lệ thang,"Nhân sâm, Phụ tử, Long cốt, Mẫu lệ"
Ngộ độc thực phẩm,Thực trệ uất kết,"Buồn nôn, Nôn ra thức ăn, Đau bụng dữ dội, Tiêu chảy",Bảo hòa hoàn gia vị,"Sơn tra, Thần khúc, La bạc tử, Bán hạ, Trần bì, Phục linh, Hoàng liên"
Ngộ độc thực phẩm,Thấp nhiệt uẩn kết,"Nôn mửa, Tiêu chảy phân vàng có nhầy, Sốt, Đau bụng quặn",Cát căn cầm liên thang,"Cát căn, Hoàng cầm, Hoàng liên, Cam thảo"
Ngộ độc thực phẩm,Hàn thấp nội thịnh,"Nôn mửa, Tiêu chảy phân lỏng, Sợ lạnh, Đau bụng thích ấm",Hoắc hương chính khí tán,"Hoắc hương, Đại phúc bì, Bạch chỉ, Tử tô, Phục linh, Bán hạ, Bạch truật, Trần bì, Hậu phác, Cát cánh, Cam thảo"
