tên_bệnh,hội_chứng,triệu_chứng,bài_thuốc,vị_thuốc
Glôcôm (Tăng nhãn áp),Âm hư dương cang,"Đau nửa đầu, nhức mắt, mắt căng, võng mạc viêm tắc, nhãn áp tăng, thị lực giảm mạnh; miệng họng khô ráo; lưỡi đỏ ít rêu; người gầy; mạch sác",Dục âm tiềm dương thông mạch thang,"Sinh địa, Trân châu, Hoài sơn, Mạch môn, Tri mẫu (tẩm muối), Hoàng bá (tẩm muối), Long cốt, Ngưu tất, Đan sâm, Xích thược, Thuyền thoái, Mộc tặc, Kỉ tử, Bạch thược, Sa sâm"
Glôcôm (Tăng nhãn áp),Can uất,"Đau nửa đầu, nhức mắt, giảm thị lực, tăng nhãn áp; tinh thần uất ức không vui; mạch huyền hoặc huyền sác",Tiêu dao tán hợp Tả can giải uất thang,"Cát cánh, Sung úy tử, Sa tiền, Đình lịch tử, Phòng phong, Hoàng cầm, Hương phụ, Hạ khô thảo, Lô căn, Cam thảo, (kết hợp bột Tiêu dao tán)"
Glôcôm (Tăng nhãn áp),Kinh nghiệm,Đặc điểm chung của Glôcôm,Thông lạc thang (Thiên Gia Diệu Phương),"Tân vân bì, Cúc hoa, Mao đông thanh, Tử Đan sâm, Hoàng cầm (Sao rượu), Cát căn, Sinh bồ hoàng, Đại hoàng"
Glôcôm (Tăng nhãn áp),Dùng ngoài,Dùng ngoài tra mắt cho bệnh Glôcôm,Thuốc cao tra mắt,"Đương qui, Sinh địa, Chi tử, Hoàng liên, Mật ong, Băng phiến, Phác tiêu"
Gout,Cấp tính (Phong thấp nhiệt),"Đột ngột khớp ngón cái (hoặc các khớp nhỏ khác) sưng nóng đỏ đau, không đụng vào được; kèm sốt, đau đầu, sợ lạnh hoặc bứt rứt, khát nước, miệng khô, tiểu vàng; lưỡi đỏ, rêu vàng bẩn; mạch Sác",Bạch Hổ Gia Quế Chi Thang gia giảm,"Thạch cao, Tri mẫu, Quế chi, Bạch thược, Xích thược, Ngân diệp, Phòng kỷ, Mộc thông, Hải đồng bì, Cam thảo. (Thấp nhiệt nặng/sưng tấy đau nhiều: gia Dây kim ngân, Thổ phục linh, Ý dĩ; thêm hoạt huyết: gia Đương qui, Đan sâm, Trạch lan, Đào nhân, Hồng hoa, Tằm sa; có biểu chứng: gia Quế chi, Độc hoạt, Tế tân)"
Gout,Mạn tính (Hàn thấp ứ trệ),"Nhiều khớp sưng to đau kéo dài, co duỗi khó; tại khớp không đỏ nóng rõ nhưng đau nhiều, dị dạng; kèm tê dại, da tím sạm đen; chườm nóng dễ chịu; xuất hiện nốt u cục quanh khớp; lâu ngày gây tổn thương thận; mạch Trầm Huyền hoặc Khẩn; lưỡi nhợt, rêu trắng",Ô Đầu Tế Tân Thang gia giảm,"Ô đầu (sắc trước), Tế tân, Đương qui, Xích thược, Uy linh tiên, Thổ phục linh, Tỳ giải, Ý dĩ, Mộc thông, Quế chi"
Gout,Mạn tính (Đàm trọc ứ trệ) (biến thể của hàn thấp ứ trệ),"Sưng đau nhiều khớp cứng, mạch Hoãn Hoạt, rêu lưỡi trắng bẩn dày",Ô Đầu Tế Tân Thang gia giảm thêm vị,"(Thuốc nền của thể Hàn thấp ứ trệ) thêm: Cương tàm (chích), Xuyên sơn giáp, Tạo giác thích, Hy thiêm thảo, Hải đồng bì"
Gout,Mạn tính (Huyết ứ) (biến thể của hàn thấp ứ trệ),"Đau nhiều do huyết ứ (đau như dao đâm, mạch sáp, lưỡi tím bầm)",Ô Đầu Tế Tân Thang gia giảm thêm vị,"(Thuốc nền của thể Hàn thấp ứ trệ) thêm: Ngô công, Toàn yết, Diên hồ sách (sao)"
Gout,Mạn tính (Thận dương hư) (biến thể của hàn thấp ứ trệ),"Liệt dương, đau mỏi lưng gối, chân tay lạnh, sợ lạnh, lưỡi bệu, mạch Trầm Hoãn vô lực",Ô Đầu Tế Tân Thang gia giảm thêm vị,"(Thuốc nền của thể Hàn thấp ứ trệ) thêm: Bổ cốt chi, Nhục thung dung, Cốt toái bổ"
Gout,Thấp nhiệt uẩn kết,"Khớp sưng đỏ, đau, nóng; phiền táo, khát, nước tiểu vàng đỏ, đầu đau, sốt, sợ lạnh; chất lưỡi đỏ, rêu vàng nhạt; mạch Nhu Sác",Niêm Thống Thang gia giảm,"Đương quy, Bạch truật, Đảng sâm, Hoàng cầm, Thương truật, Trư linh, Trạch tả, Phòng kỷ, Long đởm thảo (sao), Khổ sâm, Tri mẫu, Thăng ma, Ý dĩ nhân (sống), Xích tiểu đậu"
Gout,Đờm ngưng trở lạc,"Các khớp nặng, cử động khó khăn, khớp mềm hoặc cứng; có khi sốt cao, đầu đau, lo sợ; chất lưỡi đỏ, ít rêu; mạch Tế Sáp",Đào Hồng Tứ Vật Thang gia giảm,"Đương quy, Xích thược, Đào nhân, Mộc qua, Hồng hoa, Uy linh tiên, Xuyên khung, Dã xích đậu, Triết bối mẫu, Ty qua lạc, Tạo giác thích, Giáp châu (Xuyên sơn giáp)"
Gout,Phong thấp hàn huyết ứ,"Bệnh phát cấp, khớp đau cứng một chỗ; lạnh thì đau nhiều, gặp ấm nóng dễ chịu hơn; có thể bị biến dạng khớp và cứng khớp, khó cử động; sưng nhưng không thấy nóng đỏ; lưỡi trắng mỏng; mạch Hoạt Trầm Huyền hoặc Nhu Hoãn",Kê Huyết Phụ Tử Niêm Thống Thang,"Kê huyết đằng, Nhẫn đông đằng, Thương truật, Kinh giới tuệ"
Gối sưng đau,Phong hàn,"Vùng gối sưng đau dữ dội, khó đi lại; cơ thể lạnh, chân tay lạnh; lưỡi đỏ rêu trắng; mạch phù khẩn",Hồ thị hạc tất phong 1,"Can địa hoàng, Bạch chỉ, Bạch thược, Sinh Ma hoàng, Hậu phác, Sinh khương, Nhục quế, Đương qui, Xuyên khung, Bán hạ, Xương truật, Can khương, Phục linh"
Gối sưng đau,Thấp nhiệt,"Hai gối sưng nóng, đau, co duỗi khó; đôi khi kèm mình nóng, tiểu tiện vàng, tâm phiền khát nước; lưỡi tía tối hoặc đỏ tươi, rêu vàng hoặc vàng nhớt",Chu thị tam đằng thông tý thang,"Ngân hoa, Dạ giao đằng, Tang chi, Một dược, Hoàng kỳ, Liên kiều, Kê huyết đằng, Tần giao, Ngưu tất, Tang kí sinh, Đương qui, Cam thảo"
Gối sưng đau,Ứ đàm,"Gối sưng đau lâu ngày, gối to đùi bé, chữa nhiều không khỏi; lưỡi tía, sắc mặt tối",Hoạt huyết trục ứ thang,"Đan sâm, Tam lăng, Bạch giới tử, Quất hồng, Trầm hương, Ô dược, Bạch cương tàm, Hậu phác, Thổ bối mẫu, Nga truật. (Nếu đau nhức nặng có xu hướng hàn thắng gia Chế thảo ô, Trích nhũ hương)"
Gối sưng đau,Thận dương hư,"Chân tay không ấm, cơ đùi teo gầy, thậm chí biến dạng khớp gối hoặc các khớp toàn thân",Ích thận quyên tý hoàn,"Thục địa, Dâm dương hoắc, Toàn yết, Ô tiêu xà, Giá trùng, Cam thảo, Qui đầu, Lộc hàm thảo, Ngô công, Phòng phong, Cương tằm, Cương lang trùng chích"
Giảm bạch cầu,Chung (Khí huyết hư),"Bạch cầu giảm dưới 4000/ml; đầu váng, đầu đau; tay chân không có sức; ăn uống kém; thân nhiệt giảm; mất ngủ",Thăng Áp Thang 1,"Hoàng kỳ, Hoàng tinh, Ý dĩ, Kỉ tử, Cốt toái bổ, Trích thảo"
Giảm bạch cầu,Khí âm đều hư (Châm cứu),"Toàn thân mệt mỏi không sức; dễ bị cảm, lâu khỏi; thân nhiệt giảm; ngũ tâm phiền nhiệt; họng khô; mất ngủ, mồ hôi trộm; lưỡi đỏ sẫm, rêu trắng; mạch Tế Sác",Châm cứu: Ích khí dưỡng âm,"Khí hải, Chiếu hải, Tam âm giao, Túc tam lý, Thần môn"
Giảm bạch cầu,Tâm tỳ đều hư (Châm cứu),"Tim hồi hộp, hơi thở ngắn; mệt mỏi không sức; đầu váng, hoa mắt; ăn không ngon, sắc mặt không tươi; lưỡi nhạt có vết răng, rêu trắng; mạch Trầm Tế không lực","Châm cứu: Kiện Tỳ ích khí, dưỡng tâm an thần","Tâm du, Tỳ du, Thần môn, Thái bạch, Túc tam lý"
Giảm bạch cầu,Tỳ thận dương hư (Châm cứu),"Lưỡi hơi to, trắng nhạt, có vết răng (kèm mệt mỏi, sợ lạnh, đau lưng gối)",Châm cứu: Ôn bổ Tỳ Thận,"Nội quan, Thận du, Tỳ du, Túc tam lý"
Giảm bạch cầu,Ngoại cảm thấp nhiệt (Châm cứu),"Sốt không giảm; mặt đỏ; răng đau; miệng khô khát; đầu váng; lưỡi đỏ sẫm, rêu vàng; mạch Hoạt Sác",Châm cứu: Thanh nhiệt giải độc,"Đại chùy, Khúc trì, Nội đình, Ngư tế"
Giảm bạch cầu,Chung (Nhĩ châm),Như triệu chứng chung của bệnh,Nhĩ châm (dán huyệt),"Tỳ, Thận, Thượng thận, Vị (dùng Vương bất lưu hành dán)"
Giãn phế quản,Đờm nhiệt ủng phế (thời kỳ cấp diễn),"Ho sốt, đờm nhiều đặc, ho ra máu, khát muốn uống, nước tiểu vàng, táo bón, rêu vàng nhầy, mạch Hoạt Sác",Thanh Kim Hóa Đờm Thang gia giảm,"Tang bì, Hoàng cầm, Tri mẫu, Bối mẫu, Qua lâu, Bạch linh, Mạch môn, Ngư tinh thảo, Mao căn, Chi tử, Trần bì, Cát cánh, Đông qua nhân"
Giãn phế quản,Khí âm hư (thời kỳ ổn định),"Ho đờm ít, tiếng ho nhỏ, trong đờm có sợi máu, miệng khô, họng táo, tinh thần mệt mỏi, lưỡi đỏ sẫm, mạch Hư Tế",Sinh mạch tán hợp tả bạch tán gia giảm,"Đẳng sâm, Bạch truật, Phục linh, Mạch môn, Tang bì, Địa cốt bì, Tiên hạc thảo, Ngẫu tiết, Qui đầu, Từ uyển, A giao, Ngũ vị, Trích thảo"
Hành kinh nhức đầu,Âm hư,"Đau đầu, choáng váng, tâm phiền dễ giận, nóng nẩy, họng khô, mất ngủ (do âm hư dương thịnh)",Thanh huyễn bình can thang,"Sinh địa, Xuyên khung, Nữ trinh tử, Tang diệp, Hoàng cầm, Ngưu tất, Bạch thược, Qui đầu, Hạn liên thảo, Cúc hoa, Hồng hoa. (Nhiệt nặng bỏ Đương qui, Xuyên khung gia Hoàng liên; Can dương quá thịnh gia Long sỉ)"
Hành kinh nhức đầu,Ứ đờm,"Đau đầu khi hành kinh, đau bụng sắc kinh đen có hòn cục; đầu choáng váng, đầu nặng, mất ngủ hồi hộp, ngực khó chịu (do đờm ứ kiêm phong tà)",Đầu thống lập hiệu phương,"Thiên ma, Bán hạ, Xuyên khung, Táo nhân"
Hành kinh nhức đầu,Thận hư,"Đau đầu khi đang hành kinh hoặc sau khi hành kinh; chất kinh loãng hoặc hành kinh kéo dài hoặc trong khi hành kinh bị xuất huyết; tinh thần mệt mỏi, bạc nhược, mỏi lưng, đầu choáng, hoặc không thụ thai, băng lậu (do thận hư)",Gia vị tiên thỏ kí sinh thang,"Dâm dương hoắc, Thỏ ty tử, Tang kí sinh, Hoài sơn, Tục đoạn, Trạch tả, Đương qui, Bạch thược, Bội lan, Xuyên khung. (Nếu không thụ thai: bỏ Trạch tả, Đương qui, Xuyên khung, Bội lan; gia Phúc bồn tử, Xuyên uất tử, Kỉ tử)"
Hen phế quản,Hen hàn,"Người lạnh, sắc mặt trắng; đàm loãng, có bọt dễ khạc; không khát, thích uống nước nóng; đại tiện nhão; chất lưỡi đạm, rêu lưỡi trắng mỏng/trắng hoạt; mạch huyền tế","Tiểu thanh long thang gia giảm (hoặc Xạ can ma hoàng thang, Tô tử giáng khí thang)","Ma hoàng, Quế chi, Bán hạ, Tế tân, Bạch thược, Can khương, Trích thảo, Ngũ vị, Bạch bộ, Bạch truật, Tiền hồ. (Nếu có chứng nhiệt/bứt rứt gia Thạch cao; Ho nhiều gia Khoản đông hoa, Hạnh nhân; Khát nhiều bỏ Bán hạ gia Thiên hoa phấn)"
Hen phế quản,Hen nhiệt,"Bứt rứt, sợ nóng; mặt môi đỏ; đờm dính và vàng; miệng khát, thích uống nước lạnh; đại tiện táo; lưỡi đỏ, rêu dầy; mạch hoạt sác",Đình lịch tả phế thang gia giảm (cùng uống với Bổ phế âm hoàn),"Ma hoàng, Xạ Can, Bán hạ, Sinh khương, Hạnh nhân, Đình lịch tử, Tô tử, Thạch cao, Cam thảo. (Sau khi hết hen, tiếp tục dùng Bổ phế âm hoàn để điều dưỡng)"
Hen phế quản,Phế khí hư,"Suyễn gấp, ăn kém, đoản khí, yếu sức; sợ lạnh tự ra mồ hôi; ho thở ngắn gấp; đàm nhiều loãng; tiếng nói nhỏ yếu; sắc mặt trắng; cảm lạnh dễ tái phát cơn hen; ngạt mũi chảy nước mũi; lưỡi đạm rêu mỏng trắng; mạch nhu hoãn vô lực",Bổ phế thang hợp Phế thận hoàn,"Ngũ vị, Thục địa, Tang bì, Nhân sâm, Từ uyển, Hoàng kỳ"
Hen phế quản,Thận khí hư,"Suyễn gấp, đoản hơi, há miệng so vai; động làm thì suyễn tăng; chân tay không ấm; lưỡi nhạt",Bổ dương hoàn (hoặc Phế thận hoàn),"(Không liệt kê chi tiết vị thuốc trong bài, tham khảo Bổ dương hoàn/Phế thận hoàn)"
Ho gà,Phong hàn (giai đoạn đầu),"Chảy nước mũi, ngạt mũi, ho liên tục ngày nhẹ đêm nặng, rêu trắng mỏng",Phương tân ôn tuyên phế,"Ma hoàng, Hạnh nhân, Trích thảo, Trần bì, Bạch bộ. (Sốt cao thêm: Hoàng cầm, Tang bì)"
Ho gà,Đờm nhiệt (Giai đoạn ho cơn thường),"Sau khi mắc bệnh khoảng 1 tuần, ho ngày càng nặng, ho cơn, sau khi ho có tiếng rít, nôn ra đờm dãi, thức ăn, nếu ho nhiều có thể ra máu, xuất huyết dưới giác mạc, mí mắt nề, rêu lưỡi vàng hoặc vàng dày",Phương thanh phế tiết nhiệt hoá đàm (kết hợp Mật gà đường kính),"Mật gà, đường kính (theo tuổi); Ma hoàng, Hạnh nhân, Thạch cao, Trích thảo, Hoàng cầm, Bách bộ. (Đờm nhiều gia: Bán hạ, Bạch giới tử)"
Ho gà,Phế hư (Giai đoạn phục hồi),"Cơn ho giảm nhẹ dần, số lần ho ít hơn, tiếng rít giảm dần đến hết, cơn ho yếu, thở ngắn, tự hãn, khát nước, triều nhiệt, chất lưỡi đỏ",Phương tư âm dưỡng phế,"Cát cánh, Cam thảo, Từ uyển, Trần bì, Kinh giới, Bạch bộ, Mạch môn, Sa sâm, Tang bì, Thiên hoa, Thiên môn"
Ho ra máu,Phong Hàn Phạm Phế,"Hơi sốt, sợ lạnh nhiều, đầu đau, mũi nghẹt, ho tiếng nặng, ho đờm xanh, trong đờm có máu, lưỡi hồng nhạt, rêu lưỡi trắng, mạch Phù Khẩn hoặc Phù Hoãn",Kim Phất Thảo Tán gia giảm,"Kim phất thảo, Kinh giới, Tiền hồ, Phục linh, Bán hạ, Tiên hạc thảo, Tây thảo, Bạch Mao căn, Sinh khương"
Ho ra máu,Phong Nhiệt Phạm Phế,"Sốt nhiều, sợ lạnh ít, ho nhiều đờm, đờm mầu vàng, khó khạc đờm, trong đờm có lẫn máu tươi, đầu đau, khát, họng đau, lưỡi đỏ, rêu lưỡi vàng nhạt, mạch Phù Sác",Ngân Kiều Tán gia giảm,"Ngân hoa, Liên kiều, Trúc diệp, Kinh giới tuệ, Bạc hà, Bản lam căn, Ngưu bàng, Tây thảo, Lô căn, Ngẫu tiết, Tiên hạc thảo"
Ho ra máu,Táo Nhiệt Thương Phế,"Ho khan, ít đờm, khó khạc đờm, trong đờm có lẫn máu hoặc ho ra máu, mũi và họng khô, tâm phiền, khát, thân nhiệt, táo bón, lưỡi đỏ ít rêu hoặc rêu lưỡi vàng nhạt mà khô, mạch Phù Sác",Tang Hạnh Thang gia giảm,"Tang diệp, Chi tử, Sa sâm, Bối mẫu, Lê bì, Hạnh nhân, Ngân hoa, Mạch môn, Trắc bách diệp, Bạch Mao căn, Cam thảo"
Ho ra máu,Can Hoả Phạm Phế,"Ho, đờm có lẫn máu hoặc ho khạc ra máu tươi, đầu đau, chóng mặt, ngực và hông sườn trướng đau, phiền táo, dễ tức giận, miệng đắng, họng khô, tiểu ít vàng, lưỡi đỏ, rêu lưỡi hơi vàng, mạch Huyền Sác",Tả Bạch Tán hợp Đại Cáp Tán gia giảm,"Đại cáp tán (có thể là Cáp phấn), Tang diệp, Địa cốt bì, Sinh địa, Chi tử, Cam thảo, Lô căn, Tiểu kế, Trắc bách diệp, Ngạnh mễ"
Ho ra máu,Âm Hư Hoả Vượng,"Ho khan, ít đờm, họng khô, trong đờm có máu hoặc ho ra máu tươi, gò má đỏ, sốt về chiều, ra mồ hôi trộm, lòng bàn tay chân nóng, gầy ốm, đầu váng, tai ù, lưng đau, chân mỏi, lưỡi đỏ, ít rêu, mạch Tế Sác",Bách Hợp Cố Kim Thang gia giảm,"Tây thảo, Sinh địa, Thục địa, Bách hợp, Mạch môn, Huyền sâm, Bối mẫu, Đương qui, Bạch thược, Cam thảo, Bạch cập, Ngẫu tiết"
Ho ra máu,Khí Bất Nhiếp Huyết,"Sắc mặt không tươi, uể oải mệt mỏi, tiếng nói yếu nhỏ, chóng mặt, tai ù, hồi hộp, ho tiếng nhẹ, trong đờm có máu hoặc máu ra thành sợi, hoặc kèm chảy máu mũi, tiêu ra máu, da có vết ban đỏ, lưỡi nhạt, rêu lưỡi trắng, mạch Trầm Tế hoặc Hư Tế mà Khổng",Chửng Dương Lý Lao Thang gia giảm,"Nhân sâm, Hoàng kỳ, Bạch truật, Cam thảo, Đương qui, Tiên hạc thảo, Bạch cập, A giao, Tây thảo, Tam thất"
Hoạt tinh,Thận khí hư,"Tảo tiết, lưng đau mỏi, gối yếu, tóc rụng, răng lung lay, kèm mỏi mệt, hồi hộp",Trị tảo tiết chứng phương,"Sơn thù, Ngũ bội tử, Dâm dương, Ngũ vị, Tang thầm, Đẳng sâm, Câu Kỉ tử"
Hoạt tinh,Thận dương hư,"Tảo tiết, sợ lạnh, chân tay lạnh, nước tiểu trong hoặc tiểu vặt nhiều lần, đoản hơi, sắc mặt nhợt nhạt, mạch Trầm trì",Tiết thị trấn nuy tán,"Đồng Tật lê, Dâm dương, Hồ lô ba, Thiên môn, Phỉ thái tử, Cừu Kỉ tử, Tiên mao, Ba kích, Mạch môn, Đại ngô công, Dương cao hoàn, Hoàng ngư phiêu giao châu"
Hoạt tinh,Tâm thận bất giao,"Tảo tiết, hồi hộp, mất ngủ, hoạt tinh, mộng tinh",Bí tinh thang,"Sinh Mẫu lệ, Khiếm thực, Tri mẫu, Ngũ vị, Sinh Long cốt, Sinh Liên tu, Mạch môn"
Hoạt tinh,Âm hư,"Tảo tiết, mỏi lưng, tinh thần uể oải, tâm phiền họng khô, choáng đầu, ù tai, mồ hôi trộm, khô miệng, tiểu tiện vàng, đại tiện táo, ngủ hay mê, lưỡi đỏ ít rêu, mạch tế sác",Hoá tinh xung tễ,"Sinh địa, Xích thược, Phục linh, Tri mẫu, Mạch môn, Cừu Kỉ tử, Thục địa, Đan bì, Trạch tả, Hoàng bá, Ngũ vị"
Hội chứng mãn kinh,Thận âm hư - Âm hư nội nhiệt,"Kinh nguyệt đến sớm, lượng ít hoặc trễ ra nhiều hoặc tắt kinh đột ngột, đau đầu, chóng mặt, hoa mắt, nóng bừng, ra mồ hôi, miệng khô, táo bón, lưng gối nhức mỏi",Tri Bá Địa Hoàng Hoàn gia giảm,"Sinh địa, Thục địa, Sơn thù, Đan bì, Phục linh, Trạch tả, Hoàng bá, Tri mẫu, Địa cốt bì, Long cốt, Sinh Mẫu lệ, Qui bản"
